label,scontent
0,能说下，周爸爸嘛？
0,说说在石250.为啥天天讽刺别人
0,嘿 无聊是谁
0,说说。孙耀威
1,大白请你火速像狗一样消费
0,骚换过几个平台
0,YY很多时候他们刷钱可以大哥和大哥交流互相生意可以有来往
0,我要加武汉的，
1,打了个B型
1,小公会怎样崛起！！！！
0,御青峰武汉人
0,财团有啥回报
1,骚能说下周爸爸嘛
1,我俊饿，现在都播12个小时了
0,睡觉觉了，晚安，气氛可以以后大哥罩着我点
0,8000W
0,大白【523】: 小俊，你知不知你总共圈了我多少钱了？
0,麻将馆的自在不就是公会号么
0,白看集团就是
0,孙耀威做直播只是玩，他的经济公司老板是血色的老板
0,今天23w
1,烟雨楼是来自东方的神秘力量，跟开挂似的。。。。。
0,老骚老骚财团的钱要反吗
-1,他们不心疼钱吗？？？？
1,你长得像我前男友你知道吗
0,财团的回报是啥
0,作业哥
1,秀的头皮发麻
0,财团的钱要反吗老骚
0,财团回报是啥
1,欢迎沉思哥
0,这个周星魔法书梦哥第四
0,因为别人图个开心啊
0,子龙经常夸你，子龙算跳跃的挺仓的吧？
0,10万收徒弟
0,骚，能说下周爸爸吗？好久没见他了。
1,老骚直播间玩的开心了，就是那么简单
1,骚  谢谢你开导了我
-1,你想太多 不是想你感谢 是想你骂他
0,烟雨楼是不是血色的财团老骚
1,老骚。你猜麻一哥这会儿会不会趴下面学你
1,老骚我喜欢你很久了，能叫我一声爸爸吗？
1,骚，叫爸爸，给你卡牌子，
0,你说的是250嘛
0,老骚年度还用担心？
0,骚可以借我1000块钱吗？我想给你放个火箭
0,君子哥的午夜跑骚团开动了
0,你认识毕加索吗？他也是徐州的。
0,给木瑶点点订阅
0,老骚年度不用担心吧？今年貌似非你莫属了
1,你是真的很优秀
1,我学点技术在虎牙最帅男主播这里
0,......
0,年度的具体时间是什么时候
0,老骚。YY那边一哥现在是谁 啊
0,这直播给你整得明明白白的
1,这几天挺喜欢bb文的，说说呗
0,七亿七经验
0,为啥都要打年度 可以说下吗？
0,老骚，麻杂真是一哥吗？
0,人家平时对老骚很好了
0,烟雨楼大哥全是深圳的，
0,血色秋枫 说说
0,老骚，昨天君子哥还是8W的榜，今天怎么成7W了啊？
0,苍狼哥。你也是深圳的。跟烟雨楼一个排面
0,虎牙最成功的公会老板霸道
0,为啥都打年度啊骚，
1,蛋蛋 好久没见了
0,狗道有一套
1,哈哈 优秀
0,你把8808买了吧
0,那个吃的是满满b8满满刘勇。是真的
1,骚我要买你
0,....................
0,5802 是谁买走了？
0,工会会同意吗？
1,骚，我要买你
0,为啥都打年度啊骚～
0,集梦能买多少钱？算一算
0,哦，马上有人买谁买？那你说现在我不说谁买啊咱就说句实在话，
0,5802 是谁买走了？ 娱加吗？
0,俊俊，你直5000万？
0,1200万可能不会卖
0,拜师10万
0,卫生晶长的还不如虎子那
-1,一哥是麻杂
1,拜师十万了解一下
0,00W抢着要
0,1000W打底！
0,小看谁呢，大白
1,做事先做人，在这直播间待着踏实
1,排面摆那呢
0,我骚！估算 90327 值多少钱！
0,不pk了吧
-1,你一个星秀一哥，还没有一个玩手游的主播挣的父母？
0,相声呢？？
0,虎粮清理一波
0,今天火箭点灯了解一下
0,虎粮都拍死
0,真正的虎粮大军
0,这号没钱了
1,拉稀团上啊
0,他穿龙袍了
1,爸爸来了 别慌
0,被拉拉星打了
1,开船打死他
1,开船啊开船啊开船啊开船啊开船啊开船啊开船啊开船啊开船啊开船啊
1,拉拉星站起来了
0,波波哥: 没豆了
0,我一直都在这里看看
0,可以了聊天吧
1,恭喜南哥
1,还有大哥 大姐 民间狠人吗 帮帮忙
1,我们是王者
0,全都是租的号
0,逆徒 龙袍都穿了
1,还是喜欢主播逼逼
1,帮你打鉴腚一个妹子啊
0,被拉拉星打
1,恭喜狗星登基
0,上上上上上上上上上上上上上上上上上上上上上上上上上上上上上上
1,真大哥你个锤子啊，我刚换的小号
1,看你歪歪名字就知道是你
1,星老弟就是弟中弟
1,狗妹  没钱
0,鉴腚啊一会
0,套，你别上来
-1,一群上班的人给不上班的刷礼物 优秀
0,像二姐，是吧？
-1,什么眼光啊，130？
-1,我擦了个MC
1,我是被她独特的声音吸引的
-1,一喊就变味了
0,gggggggg急急急急急急急急急急急急gggggggggg…
1,万人血书嫩了你
0,这是说唱吧
1,老骚，你洗手了没
0,以后会有用
1,狗妹打小就难
1,狗妹有人要骑你
0,让不让闯红灯
0,差点都信了
0,18岁小时候二八？
0,不应该是骑马没了么
0,勾八没了？，
1,238越来越优秀
0,啦啦啦啦啦
1,哈哈哈哈哈哈哈哈哈哈哈哈哈
1,18岁 黑了
1,238血亏
1,那你用了几个套啊
-1,这么恶心吗
1,开开开开船
0,感觉这个跟骚差不多
0,被B了 。。。
0,叫你控制
1,哈哈哈哈哈哈哈哈哈哈啊哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
0,爸爸。。我儿错了
1,官方大大滴滴滴
1,占位官方
1,一来就这
1,阴沟翻船了吧
1,帝皇大哥～～～～～～
1,还乱不乱骑自行车
1,一直让你绿色绿色，你还不听
-1,你们这样聊不觉得难受吗？
1,感谢238
0,这个主播最后一次连了
0,今天才二号阿
1,一直让你绿色绿色，你还不听，不长记性
1,壁一次带走N个宝图
-1,有杀比举报
0,小事      不差这几万
0,还差500
1,哦给我中
1,恭喜我中奖
1,恭喜这个逼
-1,套，为啥不是我
-1,套尼玛就没中过！
1,我上了 400票 中了75
0,我就中过一次还是在狗妹那
0,你不要在523上，
0,一票交做人
1,属实不是我们的牌面
0,我一直叫你控制控制，你不听
0,那小虎牙来了
0,他能听就怪了
0,5天就坑到了
1,盲流子本性改不了，哈哈
0,直播間是做什麼的，我不懂
1,老骚，我看了你三个小时夸夸我
0,你们咋能知道今天那是我？
0,老骚在yy多少年了
0,麻一哥还播呢，你熬死他
-1,钱都没圈够啊
0,莫妮卡回归了，讲讲！
0,宝贝 来吧
1,感谢君王哥
0,现在刷刷刷刷刷有可以刷的吧？我觉得有。
0,我想问，一万银豆能刷多少个虎粮
0,套，还在播
0,10万船票可以中奖。。你包船
0,钱包了就会中奖。
-1,不会影响，再问杀了
-1,不影响  大哥   别问了
1,老骚我终于中了10000银豆，
0,523不走
0,888  狼哥
0,咋不在你榜上了
0,我想和烟雨楼一样有钱怎么做！
0,我玩两年了，也是刚刚知道
1,打劫你就好了！
1,哈哈哈，好搞笑
0,我等你下直播在睡觉
0,游戏主播跟星秀主播那个容易做起来？？？？
0,俊哥 我能问下嘛 梦醒为什么那么美
0,财团也就刷星秀吧
-1,刚才拉拉星说真烦，一个月就挣几十万
1,这个逼装的好
0,n叫官方弄个藏宝图周星啊
0,花千骨拿过
1,后来保镖被他坑撤职了
0,猫 来么么
0,还有首充礼包
0,潘多拉也没有了
0,骚抢个魔法书
1,怎么这么搞笑
1,万人姐，真的好漂亮啊
0,那个人就是我
1,我连一毛钱都消费不起
1,抢贵的都是女主播
0,俊哥眼睛小
1,不喜欢打PK了
0,俊哥，聊聊你的发家史
0,有主播，一下子那几个周星吗
0,俊弟，虎梁提成怎么样算的
1,你就是虎牙常青树
0,那种超级明星，跟白金大神啥区别
0,君子哥为啥那么怕梦哥 能说下么俊哥。
0,狗粮怎么算提成  老骚
0,孙耀威怎么是血色的啊
1,骚 今天的 发型不够猖啊
0,你不在那一个月 人不
0,你一年多少签约费？？你一年多少签约费？？
1,这是个姐姐
0,骚 星秀是不是只有小熊和林阿兔是官签
0,生态环境不一样
0,不小了 咋没礼物
0,游戏主播会挖
0,挖只会挖游戏百万主播
0,卡尔。不求人。骚男
0,我也是这两天才看你直播，以前还真不知道有个骚俊
0,三年三年又三年说的是你吗？俊哥
1,骚是真的努力
1,14名到第8了
0,大巴给你喂了10个宝图，你饿啥。
0,恒大能赢不兄弟们
0,骚:收入最高的主播是谁
0,狗妹把骚拿下，钱全回来了
0,骚老弟今天还是7.30播7.30应该能结束
0,骚哥直播间真的好像网吧
0,AvNf3q30h0
0,这都被你算出来了
0,讲讲狗妹，人家天天感恩你呢
1,沐莹莹好看啊
0,霸道真厉害
0,老骚  讲讲大梦梦呗
0,聊聊韦神。。。。。聊聊韦神。。。。。
0,老骚  给我们啃点骨头呗
0,挂523的都被你坑拉了
0,4个523
0,神奇的大白俩个
0,说说zero
0,陈爸最近也不来看你了
0,你不是35吗？
0,那虎牙真的赚
0,%37.5 的
0,小主播想火什么方法呢？
0,俊哥你的提成不是三十多
0,老姨是不是被你安排了
0,那为什么  礼物  价钱 差那么多？
0,100万你拿多少万
0,为什么老王工会要反100%
0,说说梦哥骚
0,游戏 游戏签约费很高的
0,签约费 广告费很高
0,讲讲周杰伦
0,一个亿，你要坑三亿多才追的上
0,星秀主播在游戏大主播面前就是弟弟
0,你帮推广一个游戏，播三小时能拿十万！
0,UZI  1.5个亿 签约是真的吗？
0,没有工会的 也是 5 2  3嘛
0,楚河还行吗
0,骚俊我直播骂你行不
0,你昨天不是说二是跟你睡吗？
0,没公会不能提现 只能消费了
1,骚，看你老久了，是真心稀罕，么么哒
0,骚还有百分之九的税对吗？
0,其实还是看自己，留得住粉丝，个人魅力重要
0,有没有女主播
0,他们说你给官方挣的钱都给游戏主播了 哈哈
-1,蹭画面惹人讨厌啊骚
0,把讲世杰的封了
0,800万勇士何在
0,说梦哥干嘛？
1,颜值主播吗这个？？？？
1,人红是非多啊
1,骚 要命不要了
1,俊哥你老婆又在叫你了
1,刚才你老婆叫你了
1,虽然你长得丑  但是你会吹牛逼就够了！
0,打江山容易，守江山难
0,没见你哭啊、
0,零度感觉就是个风尘女子
0,你可以找替身啊，跟人家拍戏似得。
1,能吹牛逼吹得这么出神入画的只有老骚 火也正常
0,感觉老姨学你的！
0,你就给我开
1,你掉个试试我刷了.算我输
0,欢迎问天哥
1,我冲好了，开始吧
0,零度也经常嗷嗷哭
0,没亮，下雨呢，外面，我也在浙江
0,最近那个逍遥哥你怎么看
0,有聚会就这个时间，没有聚会会早点
1,这长相，长得比较着急啊。
1,老骚我虎粮升到11级了 你夸夸我
0,不是写着1点吗
0,荣耀粉也是好粉丝
0,晚安，吕哥
0,周星只跟麻小鸡打
0,是YY里面的娱乐主播厉害 还是虎牙的星宿厉害
0,和现在的超跑一样
0,那是别人给的
1,凌晨2就睡觉的点进来舍不得关了，脑瓜疼~~~
0,血色赵日天
0,别跑 还有五十分钟
1,亲一个再走
0,聊聊小猪佩奇
0,不行别播了 明天来
1,你说的算
0,这样算
1,骚 你信我 你爸爸要来
0,烟雨楼来了
1,俊哥早安~
1,看了一晚上了 主播能不能睁开眼睛说话
0,君子哥来了
0,我都睡醒了  还没下播
0,话都被你说完了
1,脸胖了，
-1,我套  能别恶心吗
1,拼多多版俊杰
-1,下吊哇，脸都播肿了
1,发福版本的俊杰
1,万人我要跟你生猴子
0,/{88/{88/{88/{88
1,嗯！我媳妇发话了！得听
0,鱼总要下播了，你想空降嘛？
1,保安套尼玛谁拿棍子捅我
-1,你可以滚了 888
-1,ig绝壁回家，恒大大胜上港
0,节目不停，圈钱不止
0,还差90万升41级
0,欧成世界第一adx
0,恒大干s武球王
0,我想知道，昨天火箭点了多少发
1,过儿，是你吗，我去姑姑啊
0,不是一凡，昨天说了
0,是不是一凡和我们有什么关系
1,看透不说透，到时候，自然老骚会说出来～
0,有人玩贴吧的吗
0,远山。了解一下，我在贴吧
-1,只要刷屏，带节奏一律封。白怪兄弟们不给你面子。
-1,别看贴吧 看看大事件 贴吧都黑人
0,我说的是雪贤
0,我用电脑看都看不过来
0,直播的时候我从来不打字
0,其实我每天看老骚到3点多。
0,昨天是不是火箭点灯了
-1,老骚休息三天。都是我黑出来的。
-1,管欢不欢迎你   你喜欢主播也好不喜欢也好，那是你的事，
-1,我去麻小帅直播间了就打一个麻字，直接七天，有点天理不
1,弟弟们聊的这么开心，和我分享一下
-1,麻咧比，你故意找画面的吧？
-1,和驴几把一样嘛？遗传！你应该去找你亲爸爸
0,我就是一般不打字看直播静悄悄的，有人带节奏清屏就完了
-1,人家不是活的好好的
1,兄弟们那个曾经哥真是狠人
1,名字起的太贴切了大哥
0,俊哥八百年前就订阅了
0,马上点外卖
-1,自己知道不就行了，一直带节奏
0,昨晚挣了好几万
0,这个一点几，年度帮骚俊吧
0,终于被抓出来了
0,大家有空可以去黑鸡那里。他在开专场
-1,雪贤他就是场控，每天把自己当大哥一样
0,之前还打字。雪贤老是封我。
-1,他把好个真爱粉都封了7天，不会30分钟警告么，都是17的牌子
-1,跳梁小丑而已！是谁谁知道
0,KK 艾伦
0,自己截图忘记打码。自己多少级牌子
0,昨晚上相亲那个是不是
-1,黄瓜都用烦了
0,我的胸，我的奶
1,有欠一个男朋友
0,安妮哥，喜欢啊
-1,不大你们嫌弃，太大你们也嫌弃
-1,你们心疼不疼
1,可就厉害了
0,nana来了
0,huangpupu
-1,声音不行，抬走吧
1,18的帅哥
-1,正恒娃娃 输不起，别人赢了她家就骂人然后去人家那里封人
-1,老腊肉不好吗
1,穿丝袜我就抬走
1,对8要不起
1,思念姐你上，我拍你
0,这怕不止b哟
1,曾经哥不喜欢大的
0,小鲜肉得罪人，没办法
0,曾经你个勾巴
0,把我给她，咱不欠她的
-1,我都举报了，你们不看
0,这是玩什么啊？
1,狼哥，成熟稳重吃香
0,平民窟姐妹团
-1,丑的我想吐
0,打到关系户
0,我上估计就被直接抬走了
-1,打倒关系户
-1,大白，你这品味。。。。。。
1,看我头像是不是贼帅
0,让他刚
0,他喜欢茶汤
0,大白，太明显了
1,这开场曲牛逼
0,大白。石锤
0,这不是放纵吗
0,滚滚滚过来
0,他有8万员工
0,他有阿迪达斯
1,mc自己上了
1,mc自己上！！！
0,我要相亲管理
1,小骚牌们有福了
1,大白，哈哈哈哈哈哈
0,主播风投了
0,换张照片呀
0,微信一毛又没有人要？
0,微信号有啊
0,平民窟内战
1,不要让万人小骚牌得到
1,砸手里了！
1,要想生活过得去。头顶必须有点绿
0,啥时候开船
1,思恋姐 慌的一逼
1,哈哈，抬走
0,大白好值钱
0,有争议有情况
0,等个勾八，随礼
0,大白不愿意
0,不男不女？
1,安排的妥妥滴
1,好想木莹莹来相亲
1,我就喜欢听你这个，哎呀哎呀哎呀
0,倒闭了
1,18好高
0,18 118
1,微胖才是极品
0,拍个大哥继续做主播
0,118也很正常
1,好高啊 18
1,万人千岁千岁千千岁
0,1米几把以上
0,身高2米，体重110
0,电线杆子高
-1,我还没嫌她胖呢套
0,我177，不合适不合适
0,灭灯的都矮～
0,我2米1可以吗？？
0,打扰了  抬走
1,云海绝壁是矮子
1,看节目了，你就在直播伺候吧！你永远逃不过我手掌心
0,我还是个孩子
0,东北18属实太正常
0,他有狗链子
0,我上海178 来找我
0,我177有点矮，身高不够
0,是一个人吗
0,177路过
0,可惜不是你
1,神宝宝我抓到你了
1,哎呀哎呀哎呀  真好听  上瘾  真的
0,我可以参加嘛
1,死出 又厉害了
1,又厉害了！？套尼玛
0,nanana
0,Blued
0,玩游戏＋微CR3334444
0,刚歌曲叫啥
0,会不会9？
0,老骚我有300块钱你想不想吃？
0,173 138
1,哈哈哈哈哈哈哈哈哈嗝
0,会9考虑一下
1,我喜欢9哈哈
0,小骨头，真的是小骚牌…………
1,男哥，哈哈
1,老牛吃嫩草
0,这不上过了吗
0,猪姐在吗 报仇的时候来了
1,榜五了解一下
1,哪里奔驰？明明马自达
1,社会人  有车
1,说奔驰的是眼瞎吗
1,说奔驰的没见过标
1,主播出来风投了
1,女主播们  赶紧捡漏了
0,重点会不会9
1,小骨头我爱你
0,会，全活。
1,女主播们  赶紧捡漏了  风投
1,社会人
1,MC要自己钢了
0,要砸手里了、
1,Mc自己拍了
0,刚过12点啊
1,MC  自己撸
0,不当公公
0,波波哥刚他
-1,太几把造了
-1,安妮什么脾气
0,又nanana？
0,男哥要报复社会了
-1,别带节奏，套你个爹，报复什么社会，和谐社会来之不易
1,声音好诱人
0,嗯。。。。。。。。。。。。。。。。。。。。。。。。。。。
0,我擦。喵喵的朋友？
1,大学生活好
0,买一送一？
0,不会打游戏。。。
1,我荣耀王者，会喝水
1,老子至回购喝水
1,要半个小时以上
1,狗喝水这个厉害了
0,喵喵 小骚牌
0,这不是说我吗？、
0,这三游戏我都在玩
0,他说的就是我
0,他说的是我
1,抬走这个小骚牌
1,这个 我满足不了  我没体力
1,太猛了，扛不住
1,大哥们不就喜欢骚的吗
-1,要求还那么多
1,套这是学生吗？
1,妈呀这吸血鬼吗
0,/{88
1,麻麻，有鬼，我怕
1,孩子他妈了
1,吓老子一大跳
1,现在的学生 信息量很大哇
1,灭了个b型
1,云海哥会喝水
1,我会狗喝水，也会无氧冲刺。但是我不要她
1,云海 会狗喝水、
1,我会狗喝水但是我惹不起
1,狗喝水就是舔
0,告诉我旁边的车是谁的，大声告诉我
1,他有苹果x
1,恭喜这位男嘉宾，可以带走了
1,就i是添、
1,够喝水是要会添，狗喝水都是甜的别问了
1,女人太狠了，太狠了。
1,给我灭 大哥们
0,8888不好使了
0,。。8888
1,澡起来女汉子们
1,麻麻团太凶了
0,虎牙第一坑
0,表姐看上了？
1,富婆团又上头了
0,完全关系户
1,哈哈哈哈不知道
1,看你们的表现啦
1,想死的早点喝
1,这味有点甜。
1,农夫山泉有点咸
0,安妮姐成都的吗
0,她刷了14手，924
1,青羊区黄田坝路过
1,云海哥上啊
1,不会狗喝水的车上
0,波波哥又要打麻将了嘛
1,这是渣男，云海哥你快上
0,波波哥是厦门的
1,波波哥渴了
1,成都的出来吃夜宵了
1,成都的走酒吧捡鱼去
1,保定的出来
1,成都直播间吗
1,波波哥你是狗吧
1,以后都不用买水喝了
1,双流蛟龙港来耍
1,石家庄的出来板面了
1,成都的多嘛
1,安妮姐订阅了，我们可以约一发
0,这也能随？
1,温江大学城有什么浪的，滴滴都不好耍
1,噗噗你是主播吗
0,求背景音乐
1,我尼玛  绝配
1,绿绿的大草原
1,喝水撑死了
1,就喜欢这种女的，会玩
1,"""波哥会游泳,"""
0,王者仔爷查房了
0,nananana
0,又啦啦啦了
0,金沙遗址了解一下
1,波波哥你去拜师大禹学学治水
0,娜娜呐呐呐呐呐
0,主播  不要
0,骨头，喵喵
0,这是在干嘛
0,安妮成都小酒馆里约一发/{xh
1,看心意。。。那得很多
0,江西上饶路过
1,最大平台二手交易市场
1,二首交易平台的兄弟优秀哈哈
1,大大大大大大
0,/{xh/{xh/{xh/{xh/{xh/{xh/{xh
1,这尼玛，大
0,被办过多少次了
0,ig输了谁都没有理由喷
0,有木有人知道啊
1,来个网站给我冷静一下
0,有什么证据说一点几是一凡吗
0,我还是个新人
0,丫丫还没退网啊
0,昨天姐夫来刷了？
0,水妹好久没来了
0,一天到晚虎粮不断
0,是我，别猜了
1,不过在群里还是挺活跃的
-1,开船啊。瞎子。
0,皮草是什么？
0,买买买！我要十件
0,叫他来刷，
0,我刚续费，我骚为啥不骂我
0,大白【523白公子】: 俊，你今天要跟我安排一个，给我
0,套尼玛，你认为523能买得起皮
0,什么是皮草，兄弟们
0,阿杜能不能把后面盖章去掉！
0,今晚什么节目
1,你个猪头，笑起来哈士奇都不如
0,带毛的就是皮草
0,每次刷一毛: 没有
0,之前不是可以开三次吗？
0,骚俊骚俊我有一组
0,骚 你的船跑哪里去了
0,俺家人多一次不够开
1,俊哥，看你直播好想消费。
0,你给官方说让咱们多开几次船，不开船怎么多吃呀，套
0,不是锁喉吗
0,又赚了一百万
1,波波哥: 哪个女的亲的？
1,我信你个鬼，你个糟老头坏的狠
1,对，母蚊子
1,蚊子 是一个妹子 名字   哈哈
1,在苞米地里咬的
1,为什么我家别墅也很多蚊子
0,五沅一千万荳: 牌子快掉了
0,在地下城专区刷的最多就是深渊勇士
0,丑皇就是猜哥
0,523专收二手大哥
0,小丑皇丶拉稀团: 几天不见你功力又精进了
0,让小张小陈继续发展发展
-1,瞧不起我丑皇哥？？？？？？？
-1,都不想喂了，吃饱了就漂
-1,但是并不饱，我骚饿你们快刷点
0,3.....
0,20根荧光棒
0,怎么君子哥是财神爷了
0,沉思哥，晚上好，先安排一千
0,他们说的是沉思哥来了
0,你把盒子留着就好
0,添出来了，哥哥估计要休息会了
0,过12点才开船
0,打地恩负那
1,祝虎牙爸爸越做越好，我要豆子
0,汤来了  哈哈哈
0,前度弟弟: 借地续费
1,公主来了
0,火箭点灯开始了
0,汤，老骚黑你
0,怎么续费？
1,茶汤是真的好看
-1,骚快别黑了  小汤带钱来的
1,恭喜一波RNG拿下S8冠军
-1,抽了  别说了
0,早上在小姑娘那豪刷宝图
0,晚点再说吧，这会还早
0,ig是什么东西？
0,看曾经说的话
0,前度哥说他能不能上
0,宋二能上灭你个逼型
0,宋二能还敢上吗？
1,你脖子下面那么红，被哪个女人绕了？
1,叫妈妈，给你刷上那么一刷，
0,看样子新主播
0,以前熊猫的
1,那是大手子
1,上个小时跳舞。还被B类了。挺难对面
0,不站起来不知道
0,安妮，别看了，你学不会
1,眼光可以啊
0,后面的，别瞎摸
1,喜欢袜子送你
0,大白【523白公子】: 我等会去给她忽悠的让她给我邮过
0,安妮你永远没有这干身材
0,茶汤，你别看了，你学不会
0,茶汤你别看了   你学不会的
1,小可爱是个手子
0,asdgb
0,gkfbjfckh
-1,套尼玛，解开
0,fuhxfuhx
0,安妮妈妈
0,jhdjeiejneixjecj
0,dfhsdfhrhtgfhj
0,你可以打字了
0,nfnkckdjjskdjd
0,oofkntnkfk
0,fjjfuf
0,iuylil;k[ppoiuiop
1,安妮  我们只爱你
0,jdjdnfndndd
0,xhhfhb
1,随着一阵哆嗦，在看已经索然无味
0,阿杜你复制一下小可爱说话
0,里面塞棉花了
1,撸过说话是真的硬气
0,我天天和冷水
1,这胸发挥到极致了
0,这就是你想跑的借口
0,阿杜去送去
0,喝啊杜的尿
0,对面以前在客厅沙发直播的
0,这玩意不值钱，十几块钱
1,她真的很大
0,裤衩不是更好吗
0,对面直播间叫啥
0,男哥改名了啊
0,都是白公公了
0,这哪是二十岁哦
-1,你给我把眼睛放别的地方
1,ig 牛逼
-1,刷你爹老篮子屏
-1,杀了，房管。
0,九门哥好久不见
0,这款麦克挺火爆，谁打的广告
0,/{xh
0,白公子？安排了
0,一起生孩子
0,白公子续费了解一下
-1,你赶紧给我滚
0,过两天  这两天忙着
-1,能不能说真话
1,变相夸自己
1,走心了，老骚
1,太大了 太难了
1,你skr人才
1,523欠你一群男友
1,送个我可好
1,一山比一三高
0,可以开船了
0,思念姐上呀
-1,主播 凉了
0,可以灭了
0,腊肉考不考虑？
-1,别带节奏，主播不行吗？
-1,属实难受
0,我是老腊肉
0,D，她有D
0,大大大大大大大
0,这确定b？？？
-1,看不到，差评
1,这个好大大已大大啊
0,一手哼走了，
0,俊哥又欠我一个
1,曾经你跟我爬，灭火器啊你
1,老骚把我赔给她吧
0,这个节目要玩2小时
1,贫民窟姐妹团了解一下
0,帅哥来了？？
0,雪贤为什么不相亲
0,骚，相亲吧，还吃宵夜了
-1,封面好看进来恶心到我了
0,哇 还保密是谁
0,仙女团不见了
0,打到关系户。
0,不长？这是重点。
1,如花了解一下
1,有钱的大哥
1,寡妇救星来了
0,小虎，你给我上
-1,大白，你这品味。。。母的就行？
0,主播们准备风投了
0,说抬走的不是523
0,主播 风投啊
0,他有阿迪阿斯
0,他有车，他有房，他有玉，他有公司
1,黄噗噗报复社会
0,mc自己亮
1,自己来，狠人
0,他有车，他有房，他有玉，他有公司，他有钱
0,微信号都知道
0,主播准备风投
0,女人出手了
1,我的万人小骚牌，不要我了
0,黄噗噗上的
0,.....有问题
1,哇 我领到船票了
0,主自己上播
0,这回访好无奈！～～～～
0,白公公来了
1,万人姐，晚上好
0,呐呐呐呐呐呐呐阿哪
1,白公公晚上好
-1,别带沐莹莹节奏，人家刚刚被逼哭着下播了
0,文盲加耳背
0,好好学习吧
0,这么快就伺候上了
1,我音线我喜欢
0,120压扁你
0,我两米8
1,口渴？你要喝啥？主子
-1,要求太多死亡
0,179.5了解一下，一百三不到
0,高的瘦的活好
-1,矮骡子们 你给我灭
0,8888 拍死
0,高瘦的JJ、长啊会吃哟
0,抬走，抬走安排
0,放纵前来灭灯
0,8888大哥抬走
1,抬走抬走抬走抬走抬走抬走抬走抬走抬走抬走抬走抬走抬走抬走抬走
0,这是一个人？
1,抬走抬走抬走抬走抬走抬走
-1,？？？？这个直播间没有180的小哥哥？
0,她有狗链子
1,全场都是矮骡子
1,我是矮子军团
1,平均身高一米吗
0,要求太高了
-1,你们到底喜欢什么样的？？？
-1,他们就是瞎玩，没喜欢的
-1,这不是一个人吧？
-1,得不到就毁掉
1,我太矮了 对不起
1,身高过不了关呀
0,好看不好使
0,185没钱
-1,自己啥样没点比数，
1,死在要求太多，
0,197可以吗？
1,升高限制了我的欲望
1,那可就厉害了
1,轩辕也是大手子
1,这个就厉害了
0,思念妈妈
0,思念你上啊
0,思念不上相亲
0,快快快快快
0,谁阿 还加微信？
0,骚骚？？？
0,会9吗
0,关系户死亡
0,小骨头:会不会9、、、这个小骚牌
0,9考虑一下
1,这个骨头也是个小骚牌啊
1,又是一个富二代
1,是小白脸我就拍
0,找小哥哥？
0,找小哥哥 ？
1,大鼻子好色
0,主播可以风投了
0,蹬我？？？？
0,金牛哥哥晚上好
0,灭我楠哥的都被我记下来了
1,他有电灯柱
0,/{kun/{kun/{kun
0,几个月没洗头
1,马自达没排面
1,马自达30万加
1,男神疯，一月虎牙消费18万的男人了解下
1,感谢CR哥
0,杠了他
1,女主播捡漏了
0,10根荧光棒
0,我不溫柔
0,骚，科总中了一万
1,照片很真实
1,感谢男哥续费
1,感谢男哥续费君王
0,不卖了？别想
1,万人姐可以
1,万人控制控制
1,太贵了  捡漏不起  [扶额
0,MC抬价了套
1,我来 有报销吗
1,抓过去当男仆
1,抓回去当太监
1,守住节操
0,怎么安妮不上
0,你踏马头发长这么快？？？？
0,mannanannananannanan
0,又NANANANANANA了
0,我也在厦门
1,我会狗喝水
0,我老乡...
1,男哥  太仓了
0,还带骨头？
0,跟喵喵一样啊
0,说的就是我
1,这个是纯骚牌
0,这是个大骚牌
0,人家说：品味
1,狗喝水。。。添。。。。。
1,会舔，性能力强，游戏高手就可以
0,套全场灭灯
-1,被舔傻了这么丑
0,喵喵的朋友？
1,现在的学生化妆经费挺高啊
-1,这鼻子真假
0,妈妈团上了
-1,我是托？？？？
0,富婆又来了
1,这几个百合，玩狗喝水，上隐了
0,这是仙女团的姐姐吗？？
-1,女人疯起来要命
-1,鼻子假的吧
0,云海哥是一伙的
1,我靠女汉子们都动起来了
1,好嘉宾，
0,厦门老乡啊
1,你这样好嘛我还是个孩子
1,农夫山泉有点粘
1,农夫山泉有点甜
0,安妮姐姐我可以去成都 找你
1,这不是杨丞琳吗
1,波波会喝水/{xh/{xh
0,思念小姐姐你在青羊区几环路
1,已经开始随礼了
1,兄弟们我们喝酒，让他喝水
1,波波哥会喝水
0,茶店子嗨皮
0,有吉林的么
1,海的味道你知道
1,成都的朋友  那里集合
1,兄弟们，这个可以干都不上
1,都是成都的吗
0,安妮姐刚过青羊区文武路
0,锦江区
0,喝过523个
1,他不会，还要学
1,他喝了很多
1,这女人不简单
1,前几个被水淹死了
0,那那那那那那
0,哎呀哎呀哎呀哎呀
0,先安排我一下
1,凡夫你个勾八，给我出来，我要肛你
0,小主播 可以了
0,明明姐刷了50万也是毛都没看到
0,呐呐呐呐呐呐
0,上饶老乡真多
-1,可不咋地
0,榴莲最符合比喻
-1,谁说黑粉不能是铁粉的
1,老骚我爱你  我要跟你舌吻
1,第一次看你贼不顺眼  现在不看你睡不着觉
0,话说回来了
0,虎牙第一肾亏主播
1,我是个新手小黑粉   请问这里我能黑么？
0,这个火箭他屏蔽了
0,年度什么时候
1,老骚，我年度跟你上组飞机，请记住我的名字
